アマランサス 玄穀,12.7,6,64.9,1
あわ 精白粒,11.2,4.4,69.7,1
あわ あわもち,5.1,1.3,45.3,1
えんばく オートミール,13.7,5.7,69.1,1
おおむぎ 七分つき押麦,10.9,2.1,72.1,1
おおむぎ 押麦 乾,6.7,1.5,78.3,1
おおむぎ 押麦 めし,2.2,0.5,28.5,1
おおむぎ 米粒麦,7,2.1,76.2,1
おおむぎ 大麦めん 乾,12.9,1.7,68,1
おおむぎ 大麦めん ゆで,4.8,0.6,24.3,1
おおむぎ 麦こがし,12.5,5,77.1,1
キヌア 玄穀,13.4,3.2,69,1
きび 精白粒,11.3,3.3,70.9,1
こむぎ ［玄穀］ 国産 普通,10.8,3.1,72.1,1
こむぎ ［玄穀］ 輸入 軟質,10.1,3.3,75.2,1
こむぎ ［玄穀］ 輸入 硬質,13,3,69.4,1
こむぎ ［小麦粉］ 薄力粉 1等,8.3,1.5,75.8,1
こむぎ ［小麦粉］ 薄力粉 2等,9.3,1.9,74.3,1
こむぎ ［小麦粉］ 中力粉 1等,9,1.6,75.1,1
こむぎ ［小麦粉］ 中力粉 2等,9.7,1.8,74,1
こむぎ ［小麦粉］ 強力粉 1等,11.8,1.5,71.7,1
こむぎ ［小麦粉］ 強力粉 2等,12.6,1.7,70.6,1
こむぎ ［小麦粉］ 強力粉 全粒粉,12.8,2.9,68.2,1
こむぎ ［小麦粉］ プレミックス粉 お好み焼き用,10.1,1.9,73.6,1
こむぎ ［小麦粉］ プレミックス粉 ホットケーキ用,7.8,4,74.4,1
こむぎ ［小麦粉］ プレミックス粉 から揚げ用,10.2,1.2,70,1
こむぎ ［小麦粉］ プレミックス粉 天ぷら用,8.8,1.3,76.1,1
こむぎ ［小麦粉］ プレミックス粉 天ぷら用 バッター,3.3,0.5,30.2,1
こむぎ ［小麦粉］ プレミックス粉 天ぷら用 バッター 揚げ,4.3,47.7,37,1
こむぎ ［パン類］ 角形食パン 食パン,8.9,4.1,46.4,1
こむぎ ［パン類］ 角形食パン 焼き,9.7,4.5,50.6,1
こむぎ ［パン類］ 角形食パン 耳を除いたもの,8.2,3.7,42.6,1
こむぎ ［パン類］ 角形食パン 耳,9.7,4.5,50.8,1
こむぎ ［パン類］ 食パン リーンタイプ,8,3.7,47.5,1
こむぎ ［パン類］ 食パン リッチタイプ,7.8,6,45.6,1
こむぎ ［パン類］ 山形食パン 食パン,7.8,3.5,47.9,1
こむぎ ［パン類］ コッペパン,8.5,3.8,49.1,1
こむぎ ［パン類］ 乾パン,9.5,4.4,78.8,1
こむぎ ［パン類］ フランスパン,9.4,1.3,57.5,1
こむぎ ［パン類］ ライ麦パン,8.4,2.2,52.7,1
こむぎ ［パン類］ 全粒粉パン,7.9,5.7,45.5,1
こむぎ ［パン類］ ぶどうパン,8.2,3.5,51.1,1
こむぎ ［パン類］ ロールパン,10.1,9,48.6,1
こむぎ ［パン類］ クロワッサン レギュラータイプ,6.5,20.4,51.5,1
こむぎ ［パン類］ クロワッサン リッチタイプ,7.9,26.8,43.9,1
こむぎ ［パン類］ くるみパン,8.2,12.6,38.7,1
こむぎ ［パン類］ イングリッシュマフィン,8.1,3.6,40.8,1
こむぎ ［パン類］ ナン,10.3,3.4,47.6,1
こむぎ ［パン類］ ベーグル,9.6,2,54.6,1
こむぎ ［うどん・そうめん類］ うどん 生,6.1,0.6,56.8,1
こむぎ ［うどん・そうめん類］ うどん ゆで,2.6,0.4,21.6,1
こむぎ ［うどん・そうめん類］ うどん 半生うどん,7.8,3.4,62.5,1
こむぎ ［うどん・そうめん類］ 干しうどん 乾,8.5,1.1,71.9,1
こむぎ ［うどん・そうめん類］ 干しうどん ゆで,3.1,0.5,25.8,1
こむぎ ［うどん・そうめん類］ そうめん・ひやむぎ 乾,9.5,1.1,72.7,1
こむぎ ［うどん・そうめん類］ そうめん・ひやむぎ ゆで,3.5,0.4,25.8,1
こむぎ ［うどん・そうめん類］ 手延そうめん・手延ひやむぎ 乾,9.3,1.5,68.9,1
こむぎ ［うどん・そうめん類］ 手延そうめん・手延ひやむぎ ゆで,3.5,0.6,25.5,1
こむぎ ［中華めん類］ 中華めん 生,8.6,1.2,55.7,1
こむぎ ［中華めん類］ 中華めん ゆで,4.9,0.6,29.2,1
こむぎ ［中華めん類］ 半生中華めん ,9.9,4,61.2,1
こむぎ ［中華めん類］ 蒸し中華めん 蒸し中華めん,4.9,1.7,35.6,1
こむぎ ［中華めん類］ 蒸し中華めん  ソテー,5.2,4.9,38.9,1
こむぎ ［中華めん類］ 干し中華めん 乾,11.7,1.6,70.2,1
こむぎ ［中華めん類］ 干し中華めん ゆで,4.9,0.5,27.5,1
こむぎ ［中華めん類］ 沖縄そば 生,9.2,2,54.2,1
こむぎ ［中華めん類］ 沖縄そば ゆで,5.2,0.8,28,1
こむぎ ［中華めん類］ 干し沖縄そば 乾,12,1.7,67.8,1
こむぎ ［中華めん類］ 干し沖縄そば ゆで,5.2,0.6,28.6,1
こむぎ ［即席めん類］ 即席中華めん 油揚げ味付け,10.1,16.7,63.5,1
こむぎ ［即席めん類］ 即席中華めん 油揚げ 乾 （添付調味料等を含むもの）,10.1,19.1,61.4,1
こむぎ ［即席めん類］ 即席中華めん 油揚げ 調理後全体 （添付調味料等を含むもの）,2.3,4.4,13.4,1
こむぎ ［即席めん類］ 即席中華めん 油揚げ ゆで （添付調味料等を含まないもの）,3.9,7.7,27.9,1
こむぎ ［即席めん類］ 即席中華めん 油揚げ 乾 （添付調味料等を含まないもの）,8.9,19.6,65.5,1
こむぎ ［即席めん類］ 即席中華めん 非油揚げ 乾 （添付調味料等を含むもの）,10.3,5.2,67.1,1
こむぎ ［即席めん類］ 即席中華めん 非油揚げ 調理後全体 （添付調味料等を含むもの）,3,0.8,18.7,1
こむぎ ［即席めん類］ 即席中華めん 非油揚げ ゆで （添付調味料等を含まないもの）,3.4,0.8,31,1
こむぎ ［即席めん類］ 即席中華めん 非油揚げ 乾 （添付調味料等を含まないもの）,8.5,1.9,75.2,1
こむぎ ［即席めん類］ 中華スタイル即席カップめん 油揚げ 塩味 乾 （添付調味料等を含むもの）,10.9,18.5,58.6,1
こむぎ ［即席めん類］ 中華スタイル即席カップめん 油揚げ 塩味 調理後全体 （添付調味料等を含むもの）,2.5,4.2,13.2,1
こむぎ ［即席めん類］ 中華スタイル即席カップめん 油揚げ 塩味 調理後のめん （スープを残したもの）,3.8,7.7,25.2,1
こむぎ ［即席めん類］ 中華スタイル即席カップめん 油揚げ しょうゆ味 乾 （添付調味料等を含むもの）,10,19.1,54.6,1
こむぎ ［即席めん類］ 中華スタイル即席カップめん 油揚げ しょうゆ味 調理後全体 （添付調味料等を含むもの）,2.3,4.5,12.9,1
こむぎ ［即席めん類］ 中華スタイル即席カップめん 油揚げ しょうゆ味 調理後のめん （スープを残したもの）,3,5.8,20.7,1
こむぎ ［即席めん類］ 中華スタイル即席カップめん 油揚げ 焼きそば 乾 （添付調味料等を含むもの）,8.2,18.6,57.5,1
こむぎ ［即席めん類］ 中華スタイル即席カップめん 油揚げ 焼きそば 調理後全体 （添付調味料等を含むもの）,5,11.3,34.2,1
こむぎ ［即席めん類］ 中華スタイル即席カップめん 非油揚げ 乾 （添付調味料等を含むもの）,9.2,5.8,62.6,1
こむぎ ［即席めん類］ 中華スタイル即席カップめん 非油揚げ 調理後全体 （添付調味料等を含むもの）,2.5,2.1,10.2,1
こむぎ ［即席めん類］ 中華スタイル即席カップめん 非油揚げ 調理後のめん （スープを残したもの）,3.4,1.3,25.3,1
こむぎ ［即席めん類］ 和風スタイル即席カップめん 油揚げ 乾 （添付調味料等を含むもの）,10.9,19.8,56.1,1
こむぎ ［即席めん類］ 和風スタイル即席カップめん 油揚げ 調理後全体 （添付調味料等を含むもの）,2.2,4.7,11.2,1
こむぎ ［即席めん類］ 和風スタイル即席カップめん 油揚げ 調理後のめん （スープを残したもの）,2.7,7.2,24.4,1
こむぎ ［マカロニ・スパゲッティ類］ マカロニ・スパゲッティ 乾,12.9,1.8,73.1,1
こむぎ ［マカロニ・スパゲッティ類］ マカロニ・スパゲッティ ゆで,5.8,0.9,32.2,1
こむぎ ［マカロニ・スパゲッティ類］ マカロニ・スパゲッティ ソテー,5.5,5.8,30.5,1
こむぎ ［マカロニ・スパゲッティ類］ 生パスタ 生,7.8,1.9,46.9,1
こむぎ ［ふ類］ 生ふ,12.7,0.8,26.2,1
こむぎ ［ふ類］ 焼きふ 釜焼きふ,28.5,2.7,56.9,1
こむぎ ［ふ類］ 焼きふ 板ふ,25.6,3.3,57.3,1
こむぎ ［ふ類］ 焼きふ 車ふ,30.2,3.4,54.2,1
こむぎ ［ふ類］ 油ふ,22.7,35.3,34.4,1
こむぎ ［その他］ 小麦はいが,32,11.6,48.3,1
こむぎ ［その他］ 小麦たんぱく 粉末状,72,9.7,10.6,1
こむぎ ［その他］ 小麦たんぱく 粒状,20,2,1.8,1
こむぎ ［その他］ 小麦たんぱく ペースト状,25,4.1,3.9,1
こむぎ ［その他］ かやきせんべい,10.6,1.9,75.1,1
こむぎ ［その他］ ぎょうざの皮 生,9.3,1.4,57,1
こむぎ ［その他］ しゅうまいの皮 生,8.3,1.4,58.9,1
こむぎ ［その他］ 春巻きの皮 生,8.3,1.6,62.2,1
こむぎ ［その他］ 春巻きの皮 揚げ,7.2,30.7,53.7,1
こむぎ ［その他］ ピザ生地,9.1,3,51.1,1
こむぎ ［その他］ ちくわぶ,7.1,1.2,31.1,1
こむぎ ［その他］ パン粉 生,11,5.1,47.6,1
こむぎ ［その他］ パン粉 半生,12.5,5.8,54.3,1
こむぎ ［その他］ パン粉 乾燥,14.6,6.8,63.4,1
こむぎ ［その他］ 冷めん 生,3.9,0.7,57.6,1
こめ ［水稲穀粒］ 玄米,6.8,2.7,74.3,1
こめ ［水稲穀粒］ 半つき米,6.5,1.8,75.9,1
こめ ［水稲穀粒］ 七分つき米,6.3,1.5,76.6,1
こめ ［水稲穀粒］ 精白米 うるち米,6.1,0.9,77.6,1
こめ ［水稲穀粒］ 精白米 もち米,6.4,1.2,77.2,1
こめ ［水稲穀粒］ 精白米 インディカ米,7.4,0.9,77.7,1
こめ ［水稲穀粒］ はいが精米,6.5,2,75.8,1
こめ ［水稲穀粒］ 発芽玄米,6.5,3.3,74.3,1
こめ ［水稲穀粒］ 赤米,8.5,3.3,71.9,1
こめ ［水稲穀粒］ 黒米,7.8,3.2,72,1
こめ ［水稲めし］ 玄米,2.8,1,35.6,1
こめ ［水稲めし］ 半つき米,2.7,0.6,36.4,1
こめ ［水稲めし］ 七分つき米,2.6,0.5,36.7,1
こめ ［水稲めし］ 精白米 インディカ米,3.8,0.4,41.5,1
こめ ［水稲めし］ 精白米 うるち米,2.5,0.3,37.1,1
こめ ［水稲めし］ 精白米 もち米,3.5,0.5,43.9,1
こめ ［水稲めし］ はいが精米,2.7,0.6,36.4,1
こめ ［水稲めし］ 発芽玄米,3,1.4,35,1
こめ ［水稲めし］ 赤米,3.8,1.3,32.7,1
こめ ［水稲めし］ 黒米,3.6,1.4,32.2,1
こめ ［水稲軟めし］ 精白米,1.8,0.3,26.4,1
こめ ［水稲全かゆ］ 玄米,1.2,0.4,15.2,1
こめ ［水稲全かゆ］ 半つき米,1.1,0.3,15.5,1
こめ ［水稲全かゆ］ 七分つき米,1.1,0.2,15.6,1
こめ ［水稲全かゆ］ 精白米,1.1,0.1,15.7,1
こめ ［水稲五分かゆ］ 玄米,0.6,0.2,7.6,1
こめ ［水稲五分かゆ］ 半つき米,0.6,0.1,7.7,1
こめ ［水稲五分かゆ］ 七分つき米,0.6,0.1,7.7,1
こめ ［水稲五分かゆ］ 精白米,0.5,0.1,7.9,1
こめ ［水稲おもゆ］ 玄米,0.4,0.1,4.4,1
こめ ［水稲おもゆ］ 半つき米,0.3,0.1,4.6,1
こめ ［水稲おもゆ］ 七分つき米,0.3,0.1,4.6,1
こめ ［水稲おもゆ］ 精白米,0.3,0,4.7,1
こめ ［陸稲穀粒］ 玄米,10.1,2.7,71.1,1
こめ ［陸稲穀粒］ 半つき米,9.6,1.8,72.9,1
こめ ［陸稲穀粒］ 七分つき米,9.5,1.5,73.4,1
こめ ［陸稲穀粒］ 精白米,9.3,0.9,74.5,1
こめ ［陸稲めし］ 玄米,4.1,1,34.3,1
こめ ［陸稲めし］ 半つき米,3.8,0.6,35.3,1
こめ ［陸稲めし］ 七分つき米,3.6,0.5,35.7,1
こめ ［陸稲めし］ 精白米,3.5,0.3,36.1,1
こめ ［うるち米製品］ アルファ化米 一般用,6,1,84.8,1
こめ ［うるち米製品］ アルファ化米 学校給食用強化品,6,1,84.8,1
こめ ［うるち米製品］ おにぎり,2.7,0.3,39.4,1
こめ ［うるち米製品］ 焼きおにぎり,3.1,0.3,39.5,1
こめ ［うるち米製品］ きりたんぽ,3.2,0.4,46.2,1
こめ ［うるち米製品］ 上新粉,6.2,0.9,78.5,1
こめ ［うるち米製品］ 玄米粉,7.1,2.9,84.1,1
こめ ［うるち米製品］ 米粉,6,0.7,81.9,1
こめ ［うるち米製品］ 米粉パン 食パン,10.7,5.1,41.6,1
こめ ［うるち米製品］ 米粉パン ロールパン,8.8,6.7,42,1
こめ ［うるち米製品］ 米粉パン 小麦グルテン不使用のもの,3.4,3.1,51.3,1
こめ ［うるち米製品］ 米粉めん,3.6,0.7,58.4,1
こめ ［うるち米製品］ ビーフン,7,1.6,79.9,1
こめ ［うるち米製品］ ライスペーパー,0.5,0.3,84.3,1
こめ ［うるち米製品］ 米こうじ,5.8,1.7,59.2,1
こめ ［もち米製品］ もち,4,0.6,50.8,1
こめ ［もち米製品］ 赤飯,4.3,0.6,41.9,1
こめ ［もち米製品］ あくまき,2.3,1.8,25.7,1
こめ ［もち米製品］ 白玉粉,6.3,1,80,1
こめ ［もち米製品］ 道明寺粉,7.1,0.7,80.4,1
こめ ［その他］ 米ぬか,13.4,19.6,48.8,1
そば そば粉 全層粉,12,3.1,69.6,1
そば そば粉 内層粉,6,1.6,77.6,1
そば そば粉 中層粉,10.2,2.7,71.6,1
そば そば粉 表層粉,15,3.6,65.1,1
そば そば米,9.6,2.5,73.7,1
そば そば 生,9.8,1.9,54.5,1
そば そば ゆで,4.8,1,26,1
そば そば 半生そば,10.5,3.8,61.8,1
そば 干しそば 乾,14,2.3,66.7,1
そば 干しそば ゆで,4.8,0.7,22.1,1
とうもろこし 玄穀 黄色種,8.6,5,70.6,1
とうもろこし 玄穀 白色種,8.6,5,70.6,1
とうもろこし コーンミール 黄色種,8.3,4,72.4,1
とうもろこし コーンミール 白色種,8.3,4,72.4,1
とうもろこし コーングリッツ 黄色種,8.2,1,76.4,1
とうもろこし コーングリッツ 白色種,8.2,1,76.4,1
とうもろこし コーンフラワー 黄色種,6.6,2.8,76.1,1
とうもろこし コーンフラワー 白色種,6.6,2.8,76.1,1
とうもろこし ジャイアントコーン フライ 味付け,5.7,11.8,76.6,1
とうもろこし ポップコーン,10.2,22.8,59.6,1
とうもろこし コーンフレーク,7.8,1.7,83.6,1
はとむぎ 精白粒,13.3,1.3,72.2,1
ひえ 精白粒,9.4,3.3,73.2,1
もろこし 玄穀,10.3,4.7,71.1,1
もろこし 精白粒,9.5,2.6,74.1,1
ライむぎ 全粒粉,12.7,2.7,70.7,1
ライむぎ ライ麦粉,8.5,1.6,75.8,1
＜いも類＞ アメリカほどいも 塊根 生,5.9,0.6,35.6,2
＜いも類＞ アメリカほどいも 塊根 ゆで,6,0.8,34.5,2
＜いも類＞ きくいも 塊茎 生,1.9,0.4,14.7,2
＜いも類＞ きくいも 塊茎 水煮,1.6,0.5,11.3,2
＜いも類＞ こんにゃく 精粉,3,0.1,85.3,2
＜いも類＞ こんにゃく 板こんにゃく 精粉こんにゃく,0.1,0,2.3,2
＜いも類＞ こんにゃく 板こんにゃく 生いもこんにゃく,0.1,0.1,3.3,2
＜いも類＞ こんにゃく 赤こんにゃく,0.1,0,2.5,2
＜いも類＞ こんにゃく 凍みこんにゃく 乾,3.3,1.4,77.1,2
＜いも類＞ こんにゃく 凍みこんにゃく ゆで,0.7,0.3,16.8,2
＜いも類＞ こんにゃく しらたき,0.2,0,3,2
＜いも類＞ （さつまいも類） さつまいも 塊根 皮つき 生,0.9,0.5,33.1,2
＜いも類＞ （さつまいも類） さつまいも 塊根 皮つき 蒸し,0.9,0.2,33.7,2
＜いも類＞ （さつまいも類） さつまいも 塊根 皮つき 天ぷら,1.4,6.8,38.4,2
＜いも類＞ （さつまいも類） さつまいも 塊根 皮なし 生,1.2,0.2,31.9,2
＜いも類＞ （さつまいも類） さつまいも 塊根 皮なし 蒸し,1.2,0.2,31.9,2
＜いも類＞ （さつまいも類） さつまいも 塊根 皮なし 焼き,1.4,0.2,39,2
＜いも類＞ （さつまいも類） さつまいも 蒸し切干,3.1,0.6,71.9,2
＜いも類＞ （さつまいも類） むらさきいも 塊根 皮なし 生,1.2,0.3,31.7,2
＜いも類＞ （さつまいも類） むらさきいも 塊根 皮なし 蒸し,1.2,0.3,31.4,2
＜いも類＞ （さといも類） さといも 球茎 生,1.5,0.1,13.1,2
＜いも類＞ （さといも類） さといも 球茎 水煮,1.5,0.1,13.4,2
＜いも類＞ （さといも類） さといも 球茎 冷凍,2.2,0.1,16.1,2
＜いも類＞ （さといも類） セレベス 球茎 生,2.2,0.3,19.8,2
＜いも類＞ （さといも類） セレベス 球茎 水煮,2.1,0.3,19.1,2
＜いも類＞ （さといも類） たけのこいも 球茎 生,1.7,0.4,23.5,2
＜いも類＞ （さといも類） たけのこいも 球茎 水煮,1.6,0.4,21.8,2
＜いも類＞ （さといも類） みずいも 球茎 生,0.7,0.4,27.6,2
＜いも類＞ （さといも類） みずいも 球茎 水煮,0.7,0.4,26.1,2
＜いも類＞ （さといも類） やつがしら 球茎 生,3,0.7,20.5,2
＜いも類＞ （さといも類） やつがしら 球茎 水煮,2.7,0.6,20,2
＜いも類＞ じゃがいも 塊茎 皮つき 生,1.8,0.1,15.9,2
＜いも類＞ じゃがいも 塊茎 皮つき 電子レンジ調理,2.1,0.2,19.2,2
＜いも類＞ じゃがいも 塊茎 皮つき フライドポテト （生を揚げたもの）,2.7,5.6,25.4,2
＜いも類＞ じゃがいも 塊茎 皮なし 生,1.8,0.1,17.3,2
＜いも類＞ じゃがいも 塊茎 皮なし 水煮,1.7,0.1,16.9,2
＜いも類＞ じゃがいも 塊茎 皮なし 蒸し,1.9,0.3,18.1,2
＜いも類＞ じゃがいも 塊茎 皮なし 電子レンジ調理,1.9,0.1,19,2
＜いも類＞ じゃがいも 塊茎 皮なし フライドポテト （生を揚げたもの）,2.7,5.9,26.2,2
＜いも類＞ じゃがいも 塊茎 皮なし フライドポテト （市販冷凍食品を揚げたもの）,2.9,10.6,32.4,2
＜いも類＞ じゃがいも 乾燥マッシュポテト,6.6,0.6,82.8,2
＜いも類＞ ヤーコン 塊根 生,0.6,0.3,12.4,2
＜いも類＞ ヤーコン 塊根 水煮,0.6,0.3,9.9,2
＜いも類＞ （やまのいも類） ながいも いちょういも 塊根 生,4.5,0.5,22.6,2
＜いも類＞ （やまのいも類） ながいも ながいも 塊根 生,2.2,0.3,13.9,2
＜いも類＞ （やまのいも類） ながいも ながいも 塊根 水煮,2,0.3,12.6,2
＜いも類＞ （やまのいも類） ながいも やまといも 塊根 生,4.5,0.2,27.1,2
＜いも類＞ （やまのいも類） じねんじょ 塊根 生,2.8,0.7,26.7,2
＜いも類＞ （やまのいも類） だいじょ 塊根 生,2.6,0.1,25,2
＜でん粉・でん粉製品＞ （でん粉類） おおうばゆりでん粉,0.1,0.1,83.6,2
＜でん粉・でん粉製品＞ （でん粉類） キャッサバでん粉,0.1,0.2,85.3,2
＜でん粉・でん粉製品＞ （でん粉類） くずでん粉,0.2,0.2,85.6,2
＜でん粉・でん粉製品＞ （でん粉類） 米でん粉,0.2,0.7,89.3,2
＜でん粉・でん粉製品＞ （でん粉類） 小麦でん粉,0.2,0.5,86,2
＜でん粉・でん粉製品＞ （でん粉類） サゴでん粉,0.1,0.2,86.1,2
＜でん粉・でん粉製品＞ （でん粉類） さつまいもでん粉,0.1,0.2,82,2
＜でん粉・でん粉製品＞ （でん粉類） じゃがいもでん粉,0.1,0.1,81.6,2
＜でん粉・でん粉製品＞ （でん粉類） とうもろこしでん粉,0.1,0.7,86.3,2
＜でん粉・でん粉製品＞ （でん粉製品） くずきり 乾,0.2,0.2,87.7,2
＜でん粉・でん粉製品＞ （でん粉製品） くずきり ゆで,0.1,0.1,33.3,2
＜でん粉・でん粉製品＞ （でん粉製品） ごま豆腐,1.5,4.3,9.1,2
＜でん粉・でん粉製品＞ （でん粉製品） タピオカパール 乾,0,0.2,87.8,2
＜でん粉・でん粉製品＞ （でん粉製品） タピオカパール ゆで,0,0,15.4,2
＜でん粉・でん粉製品＞ （でん粉製品） でん粉めん 生,0.1,0.2,32.2,2
＜でん粉・でん粉製品＞ （でん粉製品） でん粉めん 乾,0.2,0.3,86.7,2
＜でん粉・でん粉製品＞ （でん粉製品） でん粉めん 乾 ゆで,0,0.2,20.6,2
＜でん粉・でん粉製品＞ （でん粉製品） はるさめ 緑豆はるさめ 乾,0.2,0.4,87.5,2
＜でん粉・でん粉製品＞ （でん粉製品） はるさめ 緑豆はるさめ ゆで,0,0.1,20.6,2
＜でん粉・でん粉製品＞ （でん粉製品） はるさめ 普通はるさめ 乾,0,0.2,86.6,2
＜でん粉・でん粉製品＞ （でん粉製品） はるさめ 普通はるさめ ゆで,0,0,19.9,2
（砂糖類） 黒砂糖,1.7,0,90.3,3
（砂糖類） てんさい含蜜糖,0.9,0,96.9,3
（砂糖類） 和三盆糖,0.2,0,99,3
（砂糖類） 車糖 上白糖,0,0,99.3,3
（砂糖類） 車糖 三温糖,0,0,99,3
（砂糖類） ざらめ糖 グラニュー糖,0,0,100,3
（砂糖類） ざらめ糖 白ざら糖,0,0,100,3
（砂糖類） ざらめ糖 中ざら糖,0,0,100,3
（砂糖類） 加工糖 角砂糖,0,0,100,3
（砂糖類） 加工糖 氷砂糖,0,0,100,3
（砂糖類） 加工糖 コーヒーシュガー,0.1,0,99.8,3
（砂糖類） 加工糖 粉糖,0,0,99.7,3
（砂糖類） 液糖 しょ糖型液糖,0,0,67.9,3
（砂糖類） 液糖 転化型液糖,0,0,76.6,3
（砂糖類） 氷糖みつ,0.2,0,68.2,3
（でん粉糖類） 還元麦芽糖,0,0,100,3
（でん粉糖類） 還元水あめ,0,0,69.9,3
（でん粉糖類） 粉あめ,0,0,97,3
（でん粉糖類） 水あめ 酵素糖化,0,0,85,3
（でん粉糖類） 水あめ 酸糖化,0,0,85,3
（でん粉糖類） ぶどう糖 全糖,0,0,91,3
（でん粉糖類） ぶどう糖 含水結晶,0,0,91.3,3
（でん粉糖類） ぶどう糖 無水結晶,0,0,99.7,3
（でん粉糖類） 果糖,0,0,99.9,3
（でん粉糖類） 異性化液糖 ぶどう糖果糖液糖,0,0,75,3
（でん粉糖類） 異性化液糖 果糖ぶどう糖液糖,0,0,75,3
（でん粉糖類） 異性化液糖 高果糖液糖,0,0,75,3
（その他） 黒蜜,1,0,50.5,3
（その他） はちみつ,0.3,0,81.9,3
（その他） メープルシロップ,0.1,0,66.3,3
あずき 全粒 乾,20.8,2,59.6,4
あずき 全粒 ゆで,8.6,0.8,25.6,4
あずき ゆで小豆缶詰,4.4,0.4,49.2,4
あずき あん こし生あん,9.8,0.6,27.1,4
あずき あん さらしあん （乾燥あん）,23.5,1,66.8,4
あずき あん こし練りあん （並あん）,5.6,0.3,58.8,4
あずき あん こし練りあん （中割りあん）,5.1,0.3,61.1,4
あずき あん こし練りあん （もなかあん）,5.1,0.3,68.6,4
あずき あん つぶし練りあん,5.6,0.6,54,4
いんげんまめ 全粒 乾,22.1,2.5,56.4,4
いんげんまめ 全粒 ゆで,9.3,1.2,24.5,4
いんげんまめ うずら豆,6.7,1.3,49.6,4
いんげんまめ こし生あん,9.4,0.9,27,4
いんげんまめ 豆きんとん,4.9,0.5,56.2,4
えんどう 全粒 青えんどう 乾,21.7,2.3,60.4,4
えんどう 全粒 青えんどう ゆで,9.2,1,25.2,4
えんどう 全粒 赤えんどう 乾,21.7,2.3,60.4,4
えんどう 全粒 赤えんどう ゆで,9.2,1,25.2,4
えんどう グリンピース（揚げ豆）,20.8,11.6,58.8,4
えんどう 塩豆,23.3,2.4,61.5,4
えんどう うぐいす豆,5.6,0.7,52.9,4
ささげ 全粒 乾,23.9,2,55,4
ささげ 全粒 ゆで,10.2,0.9,23.8,4
そらまめ 全粒 乾,26,2,55.9,4
そらまめ フライビーンズ,24.7,20.8,46.4,4
そらまめ おたふく豆,7.9,1.2,52.2,4
そらまめ ふき豆,9.6,1.6,52.5,4
そらまめ しょうゆ豆,9.8,0.9,37.1,4
だいず ［全粒・全粒製品］ 全粒 青大豆 国産 乾,33.5,19.3,30.1,4
だいず ［全粒・全粒製品］ 全粒 青大豆 国産 ゆで,15,8.2,9.9,4
だいず ［全粒・全粒製品］ 全粒 黄大豆 国産 乾,33.8,19.7,29.5,4
だいず ［全粒・全粒製品］ 全粒 黄大豆 国産 ゆで,14.8,9.8,8.4,4
だいず ［全粒・全粒製品］ 全粒 黄大豆 米国産 乾,33,21.7,28.8,4
だいず ［全粒・全粒製品］ 全粒 黄大豆 中国産 乾,32.8,19.5,30.8,4
だいず ［全粒・全粒製品］ 全粒 黄大豆 ブラジル産 乾,33.6,22.6,30.7,4
だいず ［全粒・全粒製品］ 全粒 黒大豆 国産 乾,33.9,18.8,28.9,4
だいず ［全粒・全粒製品］ 全粒 黒大豆 国産 ゆで,14.7,8.6,9.8,4
だいず ［全粒・全粒製品］ いり大豆 青大豆,37.7,20.7,33.9,4
だいず ［全粒・全粒製品］ いり大豆 黄大豆,37.5,21.6,33.3,4
だいず ［全粒・全粒製品］ いり大豆 黒大豆,36.4,22,34.3,4
